Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dobre-dobre-baking-from-poland-and-beyond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/Dobre3.jpg?v=1749746969,5,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cook-like-a-king-recipes,Cook Like a King: Recipes from My California Chinese Kitchen,"<p data-start=""879"" data-end=""1210"">This is Chinese Californian cooking at its most inventive—rooted in family, shaped by fine dining, and driven by curiosity. While you’ll find a few traditional dishes here (like the author’s grandmother’s cold fried fish, or black vinegar ribs), most recipes lean boldly modern, drawing on a wide range of influences.</p>
<p data-start=""1212"" data-end=""1623"">Think: cheesy scallion pancakes, chili-lime melon with prosciutto, salted egg yolk Basque cheesecake, lobster wontons in yuzu broth, green beans with pancetta and caramelized soy. There’s a wedge salad with shiso ranch, a turmeric-lemongrass pork belly roast, and a take on beer-battered fish served with apple tartar sauce. These are recipes designed to surprise and delight—not repeat what’s been done before.</p>
<p data-start=""1625"" data-end=""1904"">Melissa King’s training spans Cantonese home cooking, French technique, and high-end California restaurants, and her voice throughout the book is clear, confident, and encouraging. This isn’t restaurant food, but it’s the kind of book many chefs will find themselves inspired by.</p>
<p data-start=""1906"" data-end=""2025"">A fresh and thoughtful debut for cooks eager to break new ground—and anyone ready to cook with both precision and play.</p>
<p>Hardcover. Color photographs throughout.</p>",TSP,Media > Books > Print Books,BOOK,"09-09-2025, 09-23-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Melissa King,1814.36948,shopify,continue,manual,40.00,,true,true,,,,,'9781984861924,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984861924_1_67542380-d4d1-48d6-8be8-af70eb753fec.jpg?v=1749569415,1,Book Cover: Cook Like a King: Recipes from My California Chinese Kitchen,false,Cook Like a King | Kitchen Arts & Letters,Melissa King blends Chinese roots with Michelin-star finesse. 120 recipes explore Cantonese flavors and Californian cuisine.,543543,,,,,,,,,,,Melissa King,Hardcover,,,English,United States,,'2025-09-23,,'2025-09-09,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
cook-like-a-king-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984861924_2_50fa0614-94a5-4cc1-966c-a95782f98fd6.jpg?v=1749569415,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cook-like-a-king-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984861924_3_4eb73174-ba49-47b7-991d-89002fc4b27d.jpg?v=1749569415,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cook-like-a-king-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984861924_4_d9f5bf8f-9117-4cf5-a609-efb2ec8ac631.jpg?v=1749569415,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cook-like-a-king-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781984861924_5_af2da4d2-c918-4960-b317-3b82c026bfd8.jpg?v=1749569415,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolat-parisian-desserts-and-other-delights,Chocolat: Parisian Desserts and Other Delights,"<p data-start=""769"" data-end=""1146""><strong>For a limited time we have copies signed by Aleksandra Crapanzano.</strong></p>
<p data-start=""769"" data-end=""1146"">In a moment when nearly every cookbook leans on full-color photography, <em data-start=""841"" data-end=""851"">Chocolat</em> stands apart—confidently illustrated, elegantly written, and deeply rooted in French pastry traditions. It’s the second collaboration between food writer Aleksandra Crapanzano and artist Cassandre Montoriol, and like their earlier book <a href=""https://www.kitchenartsandletters.com/products/gateau""><em data-start=""1088"" data-end=""1096"">Gâteau</em></a>, it has charm, restraint, and real staying power.</p>
<p data-start=""1148"" data-end=""1595"">The more than 100 chocolate desserts here range from unfussy to elaborate: a press-in chocolate tart crust for beginners, a white chocolate–citrus loaf cake with modern appeal, and a traditional Opera cake layered with coffee buttercream and dark chocolate ganache.</p>
<p data-start=""1148"" data-end=""1595""> Crapanzano’s writing is as transporting as the recipes—precise, lyrical, and full of the kind of context that helps readers understand not just <em data-start=""1558"" data-end=""1563"">how</em> to bake, but <em data-start=""1577"" data-end=""1582"">why</em> things work.</p>
<p data-start=""1597"" data-end=""1828"">This is chocolate in all its forms: cakes, tarts, cookies, candies, sauces, and even <em>pâte à tartiner (</em>a homemade version of Nutella<em>).</em> Whether you’re after a simple weeknight treat or a grand showstopper, <em data-start=""1769"" data-end=""1779"">Chocolat</em> offers the tools—and the spirit—to carry it off.<br><br>Hardcover. Color illustrations throughout.</p>",SCR,Media > Books > Print Books,BOOK,"10-14-2025, C, Fall 2025, Ln_En, preorder, signed",true,Title,Default Title,,,,,,,,Aleksandra Crapanzano,1814.36948,shopify,continue,manual,35.00,,true,true,,,,,'9781668051993,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668051993_1_96058bc4-cf5c-4951-93c4-ff15e7dcbea3.jpg?v=1749569408,1,Book Cover: Chocolat: Parisian Desserts and Other Delights,false,Chocolat: Parisian Desserts and Other Delights | Kitchen Arts & Letters,Indulge in France's chocolate obsession! This illustrated cookbook features 100+ elegant recipes from a James Beard-winning author.,543543,,,,,,,,,,,Aleksandra Crapanzano,Hardcover,,,English,,,,,'2025-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
chocolat-parisian-desserts-and-other-delights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668051993_2_0f4e1b93-5923-4edd-9ec0-d42f86c9cfec.jpg?v=1749569408,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolat-parisian-desserts-and-other-delights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668051993_3_069bc66f-41cb-47e2-a93f-7b0f8b59192d.jpg?v=1749569408,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolat-parisian-desserts-and-other-delights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668051993_4_8ba5f28d-9654-48f6-a9b8-6ad878cd2cba.jpg?v=1749569408,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolat-parisian-desserts-and-other-delights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668051993_5_56341c32-965a-454a-b2ad-9aafdd3cc5c6.jpg?v=1749569408,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyond-baking-plant-based-baking-for-a-new-era,Beyond Baking: Plant-Based Baking for a New Era,"<p><strong>For a limited time we have copies signed by Philip Khoury.</strong></p>
<p><em>This is what the publisher tells us about this book:</em></p>
<p>A revolutionary baking book that establishes the future of pastry.<br><br><i>Beyond Baking </i>ups the ante on plant-based baking, with sweet and savoury recipes that use simple, natural, plant-based ingredients.<b> </b><br><br><i>Beyond Baking</i> is an evolution in pastry from award-winning pastry chef Philip Khoury – an exploration of how far baking can go when it’s guided by flavour, process, and purpose, rather than tradition alone.<br><br>These recipes are the result of years of rethinking everything – what gives structure, what builds richness, what creates lift and tenderness – without relying on eggs, dairy, or highly processed alternatives. Instead, they use familiar, natural ingredients to achieve results that feel completely fresh: croissants that shatter, cakes that stay tender for days, savoury pies that could hold their own in any bakery window.<br><br>Inside, you’ll find easier bakes like Peanut Butter Choc Chop Cookies and Light Fruit Cake, showstoppers like Pistachio and Raspberry Cream Dream and Muscovado Medovic and a dedicated chapter on laminated pastries featuring Croissants, Almond Pain au Chocolat, and other sweet risen treats like glazed Doughnuts and Pistachio Babka. The savoury chapter brings deeply satisfying options like Corn-ish Pasties, Sausy Roll and Nightshade Quiche, all made with technical care and zero shortcuts.<br><br>Foundational techniques are clearly explained in The Plantry, and select new recipes include QR code tutorials to walk you through every fold, mix, and proof. Whether you’re just beginning or looking to expand your craft, <i>Beyond Baking</i> invites you to look again at what baking can be when it’s not copying what came before, but creating what comes next.</p>
<p>Hardcover. Color photographs throughout.</p>",QDR,Media > Books > Print Books,BOOK,"10-07-2025, 10-14-2025, C, Fall 2025, Ln_En, preorder, Sd_Vg, signed",true,Title,Default Title,,,,,,,,Philip Khoury,1360.77711,shopify,continue,manual,42.00,,true,true,,,,,'9781837833597,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837833597_1_7c8297cc-97e0-46cd-b70b-a4a77751819d.jpg?v=1749569400,1,Book Cover: Beyond Baking: Plant-based Baking for a New Era,false,Beyond Baking: Plant-based Baking for a New Era | Kitchen Arts & Letters,"Plant-based baking redefined! Philip Khoury's recipes use natural ingredients for croissants, cakes, and pastries that shatter expectations.",543543,,,,,,,,,,,Philip Khoury,Hardcover,,,English,,,'2025-10-14,,'2025-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
beyond-baking-plant-based-baking-for-a-new-era,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837833597_2_cd583be4-33da-4ab2-b317-47bc8cb68f96.jpg?v=1749569400,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyond-baking-plant-based-baking-for-a-new-era,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/KhourBaking3.jpg?v=1757713421,3,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyond-baking-plant-based-baking-for-a-new-era,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/KhouryBaking2.jpg?v=1757713421,4,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyond-baking-plant-based-baking-for-a-new-era,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/KouryBaking1.jpg?v=1757713422,5,presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking-and-the-meaning-of-life-how-to-find-joy-in-100-recipes,Baking and the Meaning of Life: How to Find Joy in 100 Recipes,"<p><span style=""color: rgb(43, 0, 255);""><strong>We're delighted that Helen Goh has provided signed bookplates for this book!</strong></span></p>
<p data-start=""364"" data-end=""816"">Helen Goh has spent decades thinking about what baking means—not just how it works, but what it can do. In this deeply personal collection, she draws on her Malaysian roots, Australian upbringing, and years working alongside Yotam Ottolenghi to offer recipes that are both generous and inventive.</p>
<p data-start=""364"" data-end=""816"">Sweet or savory, simple or celebratory, each dish is written with the kind of warmth and precision that helps home bakers feel capable and curious at once.</p>
<p data-start=""818"" data-end=""1149"">The flavors reflect a broad, multicultural imagination: challah served with artichoke and bean hummus; grissini dusted with shichimi togarashi; red bean and walnut praline crepes; and a blackcurrant and champagne cake perfect for marking something big. Even familiar ideas—like vanilla cupcakes or plum bars—get thoughtful updates.</p>
<p data-start=""1151"" data-end=""1429"">Though its chapters are organized around themes like memory, nurturing, and community, this is less a guide to life than a reflection on the ways baking can shape it. There’s comfort here, and creativity too—for bakers who sense there’s a whole world of flavor still to explore.</p>
<p>Hardcover. Color photographs throughout.</p>",ABR,Media > Books > Print Books,BOOK,"10-21-2025, bookplate, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Helen Goh,1814.36948,shopify,continue,manual,40.00,,true,true,,,,,'9781419787621,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419787621_1_3b7f6d3a-4c26-48b7-a8b5-2a75fd6fa0fb.jpg?v=1749569393,1,Book Cover: Baking and the Meaning of Life: How to Find Joy in 100 Recipes,false,Baking and the Meaning of Life: How to Find Joy in 100 Recipes | Kitchen Arts & Letters,"Ottolenghi's Helen Goh shares 100+ baking recipes blending global flavors with her unique insights on life, joy, and community.",543543,,,,,,,,,,,Helen Goh,Hardcover,,,English,,,,,'2025-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
baking-and-the-meaning-of-life-how-to-find-joy-in-100-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419787621_2_8236d8d9-7c64-4a15-863a-fddcc4de37c0.jpg?v=1749569393,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking-and-the-meaning-of-life-how-to-find-joy-in-100-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419787621_3_19ab3cd3-0d68-4c0d-8ed3-3388edd5d268.jpg?v=1749569393,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking-and-the-meaning-of-life-how-to-find-joy-in-100-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419787621_4_192bedc3-b976-4a40-b30f-a3365ca82a86.jpg?v=1749569393,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking-and-the-meaning-of-life-how-to-find-joy-in-100-recipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781419787621_5_0755a149-75ec-4977-9352-8d3838940bb9.jpg?v=1749569393,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
athens-food-stories-love,"Athens: Food, Stories, Love","<p data-end=""127"" data-start=""0"">A lively portrait of contemporary Athens for motivated cooks who want Greek classics alongside smart, contemporary riffs.</p>
<p data-end=""353"" data-start=""129"">Diane Kochilas writes from three decades in the city, tracing how Athenian kitchens blend deep tradition with a new, global pantry. Markets, bakeries, and restaurants feed the same impulse: keep the soul, play with the form.</p>
<p data-end=""389"" data-start=""355"">Highlights from the creative side:</p>
<ul data-end=""617"" data-start=""390"">
<li data-end=""438"" data-start=""390"">
<p data-end=""438"" data-start=""392"">Grape leaf arancini with mozzarella and feta</p>
</li>
<li data-end=""476"" data-start=""439"">
<p data-end=""476"" data-start=""441"">Croissants filled like spanakopita</p>
</li>
<li data-end=""518"" data-start=""477"">
<p data-end=""518"" data-start=""479"">Cornmeal pancakes with grape molasses</p>
</li>
<li data-end=""548"" data-start=""519"">
<p data-end=""548"" data-start=""521"">Sweet potato taramosalata</p>
</li>
<li data-end=""574"" data-start=""549"">
<p data-end=""574"" data-start=""551"">Sushi-filled dolmades</p>
</li>
<li data-end=""617"" data-start=""575"">
<p data-end=""617"" data-start=""577"">Greek salad topped with cucumber granita</p>
</li>
</ul>
<p data-end=""891"" data-start=""619"">Kochilas’s headnotes explain where the ideas come from and what to watch for, so the twists feel grounded rather than gimmicky. The staples are here too—souvlaki, hand pies, pastitsio—set beside older Athenian “fancy” dishes. </p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""1126"" data-start=""893"">This is city cooking for the home: familiar technique, bright flavors, and dishes that move from weeknight to small gathering without fuss. If you’re building a modern Greek shelf, it’s a sharp snapshot of how Athens is eating today.</p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""1126"" data-start=""893"">Hardcover. Color photographs throughout.</p>",STM,Media > Books > Print Books,BOOK,"10-28-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Diane Kochilas,1814.36948,shopify,continue,manual,40.00,,true,true,,,,,'9781250880024,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250880024_1_55c33faa-1bad-43d5-8efd-6ad938e09bab.jpg?v=1749569385,1,"Book Cover: Athens: Food, Stories, Love: A Cookbook",false,"Athens: Food, Stories, Love | Kitchen Arts & Letters","Diane Kochilas unveils 150 modern Athenian recipes, blending classic Greek flavors with global influences for vibrant, home-cooked meals.",543543,,,,,,,,,,,Diane Kochilas,Hardcover,,,English,,,,,'2025-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
athens-food-stories-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250880024_2_80b5b3f3-b2e0-4426-839b-68f57325c666.jpg?v=1749569385,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
athens-food-stories-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250880024_3_93e7eb23-37c1-44c6-a69c-f784299876a6.jpg?v=1749569385,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
athens-food-stories-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250880024_4_1574a640-bea6-4568-8028-49bf0b5ec405.jpg?v=1749569385,4,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
athens-food-stories-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781250880024_5_e29a546d-4fec-4f0f-9b78-f310662fd72b.jpg?v=1749569385,5,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
around-the-table-52-essays-on-food-and-life,Around the Table: 52 Essays on Food and Life,"<p><strong>We're delighted to be able to offer signed bookplates for this book.</strong></p>
<p dir=""ltr""><span>This essay collection demonstrates why Diana Henry is one of the finest modern food writers in the English language.</span><em><strong><b></b></strong></em></p>
<p dir=""ltr""><span>The 52 pieces offered here have all appeared in Henry’s one dozen cookbooks, but as she says, “it’s great to have a book of prose without interruption from ingredients and methods.” From the story of what she learned from the neighborhood around her first London apartment, to the concluding essay “Missing New York,” Henry writes without pretense. What we get instead is a vivid sense of discovery.</span><em><strong><b></b></strong></em></p>
<p dir=""ltr""><span>As longtime customers know, we've been happily recommending Diana Henry books for decades. </span><span>Around the Table</span><span> is a wonderful way to introduce cooks and readers to one of the keenest pleasures of her writing.</span></p>
<p>Hardcover. </p>",MBZ,Media > Books > Print Books,BOOK,"10-07-2025, 10-14-2025, bookplate, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Diana Henry,1360.77711,shopify,continue,manual,26.99,,true,true,,,,,'9781846016004,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781846016004_1_050104cc-efe5-4ccc-907c-b3bdbe027174.jpg?v=1749569378,1,Book Cover: Around the Table: 52 Essays on Food and Life,false,Around the Table | Kitchen Arts & Letters,"Diana Henry's best food essays, handpicked from her cookbooks, evoke global flavors and culinary memories in this sensory delight.",543543,,,,,,,,,,,Diana Henry,Hardcover,,,English,,,'2025-10-14,,'2025-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
the-anatomy-of-a-japanese-knife-the-ultimate-guide-to-the-culture-and-craft,The Anatomy of a Japanese Knife: The Ultimate Guide to the Culture and Craft,"<p data-start=""158"" data-end=""528"">This is a book for people who want to understand not just why Japanese knives are admired, but how they’re made, and what traditions they emerge from. It begins with regional histories of knifemaking across Japan—distinct local styles shaped by geography, craft lineage, and culinary culture—before moving into the physical and technical processes that define the craft.</p>
<p data-start=""530"" data-end=""1040"">From there, it traces the transformation of raw steel into finished blades, with clear explanations of forging methods, cladding styles, and grinding techniques. Readers are walked through the practical aspects of construction: different blade shapes, handle designs, finishes, and the materials used for each.</p>
<p data-start=""530"" data-end=""1040"">Alongside the technical content, there are profiles of noted knifemakers—men working largely in small, multigenerational workshops—whose attention to detail defines the standard for Japanese cutlery.</p>
<p data-start=""1042"" data-end=""1326"">The photography is a major strength: we see blades mid-forging, tools in use, and completed knives in sharp relief. Step-by-step images also guide readers through sharpening and maintenance techniques—useful whether you're caring for a single knife or beginning to build a collection.</p>
<p data-start=""1328"" data-end=""1621"">Written with an enthusiast’s eye, this is a well-organized, visually compelling introduction to a subject often clouded by mystique. It brings clarity without stripping away fascination, making it a valuable reference for anyone drawn to the craft, performance, and culture of Japanese knives..</p>
<p>Hardcover. Color photographs throughout.<b></b></p>",QDR,Media > Books > Print Books,BOOK,"10-21-2025, 10-28-2025, C, Fall 2025, Ln_En, preorder",true,Title,Default Title,,,,,,,,Helen Symonds and Tom Saunders,1360.77711,shopify,continue,manual,42.00,,true,true,,,,,'9781837834143,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837834143_1_d3bd335e-0b70-4826-a9c3-dc1949d235da.jpg?v=1749569375,1,Book Cover: The Anatomy of a Japanese Knife: The Ultimate Guide to the Culture and Craft,false,The Anatomy of a Japanese Knife | Kitchen Arts & Letters,"Explore the craft of Japanese knives! This guide reveals blade shapes, materials, forges, and care for your covetable kitchen tools.",543543,,,,,,,,,,,Helen Symonds and Tom Saunders,Hardcover,,,English,,,'2025-10-28,,'2025-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,active
the-anatomy-of-a-japanese-knife-the-ultimate-guide-to-the-culture-and-craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837834143_2_f7886776-4920-4556-b53c-4e106c8e45fe.jpg?v=1749569375,2,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-anatomy-of-a-japanese-knife-the-ultimate-guide-to-the-culture-and-craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837834143_4_3699ef8f-d39c-4d1b-9dee-106deb9dcbc6.jpg?v=1749569375,3,Presentation Image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-anatomy-of-a-japanese-knife-the-ultimate-guide-to-the-culture-and-craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/SymondsAnatomy1.jpg?v=1749652876,4,Presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-anatomy-of-a-japanese-knife-the-ultimate-guide-to-the-culture-and-craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/SymondsAnatomy2.jpg?v=1749652876,5,Presentation image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
